Nr;X;Blok_Rij_Plantnr;Score MG;Vers netto;Droog netto;DS;DMY (kg/ha);Datum;Uur;;;;
3145;;BLOK III_11_9;4;229,7;61,4;0,27;6822;15/04/2022;19:01;;;;
3146;;BLOK III_11_10;4;133,3;39,1;0,29;4344;15/04/2022;20:01;;;;
3147;;BLOK III_11_11;2;82;23,5;0,29;2611;15/04/2022;21:01;;;;
3148;;BLOK III_11_12;3;213,7;55,6;0,26;6178;15/04/2022;22:01;;;;
3149;;BLOK III_11_13;3;173;44,6;0,26;4956;15/04/2022;23:01;;;;
3150;;BLOK III_11_14;4;224,4;64,6;0,29;7178;15/04/2022;0:01;;;;
3151;;BLOK III_11_15;1;40,9;11,6;0,28;1289;15/04/2022;1:01;;;;
3152;;BLOK III_11_16;2;128,9;37,8;0,29;4200;15/04/2022;2:01;;;;
3153;;BLOK III_11_17;0;116;32,4;0,28;3600;15/04/2022;3:01;;;;
3154;;BLOK III_11_18;3;226,5;69,1;0,31;7678;15/04/2022;4:01;;;;
3155;;BLOK III_11_19;2;126,2;47;0,37;5222;15/04/2022;5:01;;;;
3156;;BLOK III_11_20;3;315,4;94,1;0,3;10456;15/04/2022;6:01;;;;
3157;;BLOK III_11_21;2;55,5;15,3;0,28;1700;15/04/2022;7:01;;;;
3158;;BLOK III_11_22;2;110,9;31,9;0,29;3544;15/04/2022;8:01;;;;
3159;;BLOK III_11_23;2;140;39,2;0,28;4356;15/04/2022;9:01;;;;
3160;;BLOK III_11_24;3;154,7;37,6;0,24;4178;15/04/2022;10:01;;;;
3161;;BLOK III_11_25;1;64,8;20,1;0,31;2233;15/04/2022;11:01;;;;
3162;;BLOK III_11_26;3;160,3;43;0,27;4778;15/04/2022;12:01;;;;
3163;;BLOK III_11_27;3;168,9;47,8;0,28;5311;15/04/2022;13:01;;;;
3164;;BLOK III_11_28;1;4,7;1,4;0,3;156;15/04/2022;14:01;;;;
3165;;BLOK III_11_29;3;129,5;40,8;0,32;4533;15/04/2022;15:01;;;;
3166;;BLOK III_11_30;3;186,6;57,1;0,31;6344;15/04/2022;16:01;;;;
3167;;BLOK III_11_31;1;23,3;8,3;0,36;922;15/04/2022;17:01;;;;
3168;;BLOK III_11_32;2;182,5;54,9;0,3;6100;15/04/2022;18:01;;;;
3169;;BLOK III_12_1;3;140,1;-4,9;-0,03;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3170;;BLOK III_12_2;1;62,4;-4,9;-0,08;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3171;;BLOK III_12_3;3;125,3;-4,9;-0,04;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3172;;BLOK III_12_4;1;42,4;12,1;0,29;1344;15/04/2022;11:23;;;;
3173;;BLOK III_12_5;2;147,8;41,1;0,28;4567;15/04/2022;11:23;;;;
3174;;BLOK III_12_6;2;67,6;20,5;0,3;2278;15/04/2022;11:23;;;;
3175;;BLOK III_12_7;1;33,3;8;0,24;889;15/04/2022;11:23;;;;
3176;;BLOK III_12_8;4;295,4;67,5;0,23;7500;15/04/2022;11:23;;;;
3177;;BLOK III_12_9;4;167,6;39,5;0,24;4389;15/04/2022;11:23;;;;
3178;;BLOK III_12_10;0;-4,9;-4,9;1;-544;15/04/2022;11:23;;;;
3179;;BLOK III_12_11;4;289,8;-4,9;-0,02;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3180;;BLOK III_12_12;2;162,3;-4,9;-0,03;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3181;;BLOK III_12_13;2;175,2;53,3;0,3;5922;15/04/2022;11:23;;;;
3182;;BLOK III_12_14;2;139,4;39,2;0,28;4356;15/04/2022;11:23;;;;
3183;;BLOK III_12_15;2;92,1;27,7;0,3;3078;15/04/2022;11:23;;;;
3184;;BLOK III_12_16;2;131,7;-4,9;-0,04;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3185;;BLOK III_12_17;2;87,4;-4,9;-0,06;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3186;;BLOK III_12_18;2;107;31,2;0,29;3467;15/04/2022;11:23;;;;
3187;;BLOK III_12_19;3;116,4;29,3;0,25;3256;15/04/2022;11:23;;;;
3188;;BLOK III_12_20;2;73,5;22,7;0,31;2522;15/04/2022;11:23;;;;
3189;;BLOK III_12_21;2;92,2;27,4;0,3;3044;15/04/2022;11:23;;;;
3190;;BLOK III_12_22;3;121,8;-4,9;-0,04;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3191;;BLOK III_12_23;2;56,9;14,5;0,25;1611;15/04/2022;11:23;;;;
3192;;BLOK III_12_24;2;34,3;7,8;0,23;867;15/04/2022;11:23;;;;
3193;;BLOK III_12_25;3;159,5;-4,9;-0,03;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3194;;BLOK III_12_26;2;103,7;-4,9;-0,05;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3195;;BLOK III_12_27;3;138,5;41,1;0,3;4567;15/04/2022;11:23;;;;
3196;;BLOK III_12_28;3;183,7;-4,9;-0,03;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3197;;BLOK III_12_29;3;103,6;-4,9;-0,05;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3198;;BLOK III_12_30;3;169;-4,9;-0,03;-544;15/04/2022;11:23;Staal gesmolten, onleesbaar;;;
3199;;BLOK III_12_31;3;111;31,1;0,28;3456;15/04/2022;11:23;;;;
3200;;BLOK III_12_32;5;469,8;118,2;0,25;13133;15/04/2022;11:23;;;;
3201;;BLOK III_13_1;1;41;11,2;0,27;1244;15/04/2022;11:23;;;;
3202;;BLOK III_13_2;1;64,5;16,3;0,25;1811;15/04/2022;11:23;;;;
3203;;BLOK III_13_3;3;301,6;74,7;0,25;8300;15/04/2022;11:23;;;;
3204;;BLOK III_13_4;2;91,5;23,9;0,26;2656;15/04/2022;11:23;;;;
3205;;BLOK III_13_5;3;122;35,3;0,29;3922;15/04/2022;11:23;;;;
3206;;BLOK III_13_6;3;150;38,3;0,26;4256;15/04/2022;11:23;;;;
3207;;BLOK III_13_7;1;49;16,3;0,33;1811;15/04/2022;11:23;;;;
3208;;BLOK III_13_8;3;148,3;45,6;0,31;5067;15/04/2022;11:23;;;;
3209;;BLOK III_13_9;2;83,5;22;0,26;2444;15/04/2022;11:23;;;;
3210;;BLOK III_13_10;4;164,4;44,2;0,27;4911;15/04/2022;11:23;;;;
3211;;BLOK III_13_11;2;70,7;20,3;0,29;2256;15/04/2022;11:23;;;;
3212;;BLOK III_13_12;1;32,6;12,1;0,37;1344;15/04/2022;11:23;;;;
3213;;BLOK III_13_13;1;93,8;26,3;0,28;2922;15/04/2022;11:23;;;;
3214;;BLOK III_13_14;3;165,2;44,5;0,27;4944;15/04/2022;11:23;;;;
3215;;BLOK III_13_15;2;43,1;11,6;0,27;1289;15/04/2022;11:23;;;;
3216;;BLOK III_13_16;2;84,5;28,1;0,33;3122;15/04/2022;11:23;;;;
3217;;BLOK III_13_17;2;91,3;27,6;0,3;3067;15/04/2022;11:23;;;;
3218;;BLOK III_13_18;2;140,8;41,2;0,29;4578;15/04/2022;11:23;;;;
3219;;BLOK III_13_19;2;101;29,2;0,29;3244;15/04/2022;11:23;;;;
3220;;BLOK III_13_20;4;290,7;84,8;0,29;9422;15/04/2022;11:23;;;;
3221;;BLOK III_13_21;2;50,3;12,9;0,26;1433;15/04/2022;11:23;;;;
3222;;BLOK III_13_22;3;169,4;48,8;0,29;5422;15/04/2022;11:23;;;;
3223;;BLOK III_13_23;2;68,4;16,7;0,24;1856;15/04/2022;11:23;;;;
3224;;BLOK III_13_24;3;177,8;44,1;0,25;4900;15/04/2022;11:23;;;;
3225;;BLOK III_13_25;0;-4,9;-4,9;1;-544;15/04/2022;11:23;;;;
3226;;BLOK III_13_26;2;105,7;25,6;0,24;2844;15/04/2022;11:23;;;;
3227;;BLOK III_13_27;2;66,5;17,9;0,27;1989;15/04/2022;11:23;;;;
3228;;BLOK III_13_28;3;285,4;67,9;0,24;7544;15/04/2022;11:23;;;;
3229;;BLOK III_13_29;1;33,1;12,3;0,37;1367;15/04/2022;11:23;;;;
3230;;BLOK III_13_30;2;137,8;37,4;0,27;4156;15/04/2022;11:23;;;;
3231;;BLOK III_13_31;2;181,5;51,2;0,28;5689;15/04/2022;11:23;;;;
3232;;BLOK III_13_32;0;-4,9;-4,9;1;-544;15/04/2022;11:23;;;;
3233;;BLOK III_14_1;2;133,3;36;0,27;4000;15/04/2022;11:23;;;;
3234;;BLOK III_14_2;3;130,8;33;0,25;3667;15/04/2022;11:23;;;;
3235;;BLOK III_14_3;0;-4,9;-4,9;1;-544;15/04/2022;11:23;;;;
3236;;BLOK III_14_4;2;153,2;49,6;0,32;5511;15/04/2022;11:23;;;;
3237;;BLOK III_14_5;2;113,8;31,7;0,28;3522;15/04/2022;11:23;;;;
3238;;BLOK III_14_6;1;65,4;16,6;0,25;1844;15/04/2022;11:23;;;;
3239;;BLOK III_14_7;1;-4,9;-4,9;1;-544;15/04/2022;11:23;;;;
3240;;BLOK III_14_8;1;53;18,8;0,35;2089;15/04/2022;11:23;;;;
3241;;BLOK III_14_9;2;126,9;36,6;0,29;4067;15/04/2022;11:23;;;;
3242;;BLOK III_14_10;3;130,1;39,2;0,3;4356;15/04/2022;11:23;;;;
3243;;BLOK III_14_11;4;254;83,4;0,33;9267;15/04/2022;11:23;;;;
3244;;BLOK III_14_12;2;58;19,2;0,33;2133;15/04/2022;11:23;;;;
3245;;BLOK III_14_13;3;176,7;50,8;0,29;5644;15/04/2022;11:23;;;;
3246;;BLOK III_14_14;3;145,6;42,9;0,29;4767;15/04/2022;11:23;;;;
3247;;BLOK III_14_15;2;96,2;25,8;0,27;2867;15/04/2022;11:23;;;;
3248;;BLOK III_14_16;2;86,8;29,8;0,34;3311;15/04/2022;11:23;;;;
3249;;BLOK III_14_17;2;108,2;37;0,34;4111;15/04/2022;11:23;;;;
3250;;BLOK III_14_18;3;228;63,4;0,28;7044;15/04/2022;11:23;;;;
3251;;BLOK III_14_19;2;72,6;17,9;0,25;1989;15/04/2022;11:23;;;;
3252;;BLOK III_14_20;2;106,3;31,5;0,3;3500;15/04/2022;11:23;;;;
3253;;BLOK III_14_21;2;72,6;19,2;0,26;2133;15/04/2022;11:23;;;;
3254;;BLOK III_14_22;2;119,9;31,6;0,26;3511;15/04/2022;11:23;;;;
3255;;BLOK III_14_23;2;43,7;11,3;0,26;1256;15/04/2022;11:23;;;;
3256;;BLOK III_14_24;0;-4,9;-4,9;1;-544;15/04/2022;11:23;;;;
3257;;BLOK III_14_25;2;169,9;51,2;0,3;5689;15/04/2022;11:23;;;;
3258;;BLOK III_14_26;1;35;11,8;0,34;1311;15/04/2022;11:23;;;;
3259;;BLOK III_14_27;2;79,4;22;0,28;2444;15/04/2022;11:23;;;;
3260;;BLOK III_14_28;2;99,3;32,9;0,33;3656;15/04/2022;11:23;;;;
3261;;BLOK III_14_29;2;101,4;33,4;0,33;3711;15/04/2022;11:23;;;;
3262;;BLOK III_14_30;2;134,8;38,5;0,29;4278;15/04/2022;11:23;;;;
3263;;BLOK III_14_31;3;187,5;52,6;0,28;5844;15/04/2022;11:23;;;;
3264;;BLOK III_14_32;2;122,3;37,5;0,31;4167;15/04/2022;11:23;;;;
3265;;BLOK III_15_1;2;91,5;27,3;0,3;3033;15/04/2022;11:23;;;;
3266;;BLOK III_15_2;3;191,9;48;0,25;5333;15/04/2022;11:23;;;;
3267;;BLOK III_15_3;4;284;70;0,25;7778;15/04/2022;11:23;;;;
3268;;BLOK III_15_4;2;90;24,1;0,27;2678;15/04/2022;11:23;;;;
3269;;BLOK III_15_5;2;135,9;39,1;0,29;4344;15/04/2022;11:23;;;;
3270;;BLOK III_15_6;2;77,4;18,1;0,23;2011;15/04/2022;11:23;;;;
3271;;BLOK III_15_7;2;139;35;0,25;3889;15/04/2022;11:23;;;;
3272;;BLOK III_15_8;1;53,2;17,1;0,32;1900;15/04/2022;11:23;;;;
3273;;BLOK III_15_9;2;184,4;51,5;0,28;5722;15/04/2022;11:23;;;;
3274;;BLOK III_15_10;1;72,5;23,5;0,32;2611;15/04/2022;11:23;;;;
3275;;BLOK III_15_11;2;75;23,4;0,31;2600;15/04/2022;11:23;;;;
3276;;BLOK III_15_12;2;100;33,8;0,34;3756;15/04/2022;11:23;;;;
3277;;BLOK III_15_13;3;197,3;58,8;0,3;6533;15/04/2022;11:23;;;;
3278;;BLOK III_15_14;2;89,5;28,2;0,32;3133;15/04/2022;11:23;;;;
3279;;BLOK III_15_15;2;80,8;22;0,27;2444;15/04/2022;11:23;;;;
3280;;BLOK III_15_16;1;7,4;2;0,27;222;15/04/2022;11:23;;;;
3281;;BLOK III_15_17;2;53,7;14,8;0,28;1644;15/04/2022;11:23;;;;
3282;;BLOK III_15_18;2;97,1;29,4;0,3;3267;15/04/2022;11:23;;;;
3283;;BLOK III_15_19;2;132,8;38,1;0,29;4233;15/04/2022;11:23;;;;
3284;;BLOK III_15_20;3;209,6;58,7;0,28;6522;15/04/2022;11:23;;;;
3285;;BLOK III_15_21;1;44,5;12,9;0,29;1433;15/04/2022;11:23;;;;
3286;;BLOK III_15_22;4;189,2;54,8;0,29;6089;15/04/2022;11:23;;;;
3287;;BLOK III_15_23;2;123,9;30,8;0,25;3422;15/04/2022;11:23;;;;
3288;;BLOK III_15_24;1;15,6;4,9;0,31;544;15/04/2022;11:23;;;;
3289;;BLOK III_15_25;3;173,2;51,7;0,3;5744;15/04/2022;11:23;;;;
3290;;BLOK III_15_26;0;-4,9;-4,9;1;-544;15/04/2022;11:23;;;;
3291;;BLOK III_15_27;1;53,1;16,5;0,31;1833;15/04/2022;11:23;;;;
3292;;BLOK III_15_28;3;243,8;70,7;0,29;7856;15/04/2022;11:23;;;;
3293;;BLOK III_15_29;2;64,6;20,3;0,31;2256;15/04/2022;11:23;;;;
3294;;BLOK III_15_30;0;-4,9;-4,9;1;-544;15/04/2022;11:23;;;;
3295;;BLOK III_15_31;3;290;82,1;0,28;9122;15/04/2022;11:23;;;;
3296;;BLOK III_15_32;3;227,3;59;0,26;6556;15/04/2022;11:23;;;;
3297;;BLOK III_16_1;2;136,8;40,4;0,3;4489;15/04/2022;12:01;;;;
3298;;BLOK III_16_2;3;164,2;47,7;0,29;5300;15/04/2022;12:01;;;;
3299;;BLOK III_16_3;3;157,2;46,2;0,29;5133;15/04/2022;12:01;;;;
3300;;BLOK III_16_4;3;303,8;88;0,29;9778;15/04/2022;12:01;;;;
3301;;BLOK III_16_5;3;159,5;50,3;0,32;5589;15/04/2022;12:01;;;;
3302;;BLOK III_16_6;2;55,2;15,7;0,28;1744;15/04/2022;12:01;;;;
3303;;BLOK III_16_7;2;175,9;48,2;0,27;5356;15/04/2022;12:01;;;;
3304;;BLOK III_16_8;4;310,9;80,6;0,26;8956;15/04/2022;12:01;;;;
3305;;BLOK III_16_9;2;107,6;35,6;0,33;3956;15/04/2022;12:01;;;;
3306;;BLOK III_16_10;2;116,6;34,2;0,29;3800;15/04/2022;12:01;;;;
3307;;BLOK III_16_11;2;135,3;46,9;0,35;5211;15/04/2022;12:01;;;;
3308;;BLOK III_16_12;2;145,9;41,2;0,28;4578;15/04/2022;12:01;;;;
3309;;BLOK III_16_13;0;-4,9;-4,9;1;-544;15/04/2022;12:01;;;;
3310;;BLOK III_16_14;2;138,7;46,2;0,33;5133;15/04/2022;12:01;;;;
3311;;BLOK III_16_15;2;68,5;24,4;0,36;2711;15/04/2022;12:01;;;;
3312;;BLOK III_16_16;2;83,6;26,4;0,32;2933;15/04/2022;12:01;;;;
3313;;BLOK III_16_17;2;55,7;19;0,34;2111;15/04/2022;12:01;;;;
3314;;BLOK III_16_18;2;103,8;35,3;0,34;3922;15/04/2022;12:01;;;;
3315;;BLOK III_16_19;2;124;40,4;0,33;4489;15/04/2022;12:01;;;;
3316;;BLOK III_16_20;2;125,4;41,2;0,33;4578;15/04/2022;12:01;;;;
3317;;BLOK III_16_21;1;5;1,9;0,38;211;15/04/2022;12:01;;;;
3318;;BLOK III_16_22;0;-4,9;-4,9;1;-544;15/04/2022;12:01;;;;
3319;;BLOK III_16_23;3;66,4;18,8;0,28;2089;15/04/2022;12:01;;;;
3320;;BLOK III_16_24;2;88;26,4;0,3;2933;15/04/2022;12:01;;;;
3321;;BLOK III_16_25;3;143,9;43,1;0,3;4789;15/04/2022;12:01;;;;
3322;;BLOK III_16_26;2;122,8;38;0,31;4222;15/04/2022;12:01;;;;
3323;;BLOK III_16_27;3;213,6;68,2;0,32;7578;15/04/2022;12:01;;;;
3324;;BLOK III_16_28;3;149,9;47,2;0,31;5244;15/04/2022;12:01;;;;
3325;;BLOK III_16_29;3;139,7;41,5;0,3;4611;15/04/2022;12:01;;;;
3326;;BLOK III_16_30;1;12;4;0,33;444;15/04/2022;12:01;;;;
3327;;BLOK III_16_31;2;128,2;46,5;0,36;5167;15/04/2022;12:01;;;;
3328;;BLOK III_16_32;3;186,6;56,8;0,3;6311;15/04/2022;12:01;;;;
3329;;BLOK III_17_1;2;140,8;51,3;0,36;5700;15/04/2022;12:37;;;;
3330;;BLOK III_17_2;2;126,9;42,2;0,33;4689;15/04/2022;12:37;;;;
3331;;BLOK III_17_3;2;133,9;41,5;0,31;4611;15/04/2022;12:37;;;;
3332;;BLOK III_17_4;2;202;52,5;0,26;5833;15/04/2022;12:37;;;;
3333;;BLOK III_17_5;3;159,2;49,9;0,31;5544;15/04/2022;12:37;;;;
3334;;BLOK III_17_6;3;111,2;35,1;0,32;3900;15/04/2022;12:37;;;;
3335;;BLOK III_17_7;2;114,9;34,2;0,3;3800;15/04/2022;12:37;;;;
3336;;BLOK III_17_8;2;198,8;53,8;0,27;5978;15/04/2022;12:37;;;;
3337;;BLOK III_17_9;3;-4,9;-4,9;1;-544;15/04/2022;12:37;;;;
3338;;BLOK III_17_10;0;172,2;51,4;0,3;5711;15/04/2022;12:37;;;;
3339;;BLOK III_17_11;2;220,7;65,1;0,29;7233;15/04/2022;12:37;;;;
3340;;BLOK III_17_12;3;134,2;43,2;0,32;4800;15/04/2022;12:37;;;;
3341;;BLOK III_17_13;2;132,2;39,2;0,3;4356;15/04/2022;12:37;;;;
3342;;BLOK III_17_14;2;118,3;40,4;0,34;4489;15/04/2022;12:37;;;;
3343;;BLOK III_17_15;2;128,7;43,6;0,34;4844;15/04/2022;12:37;;;;
3344;;BLOK III_17_16;2;55,6;19;0,34;2111;15/04/2022;12:37;;;;
3345;;BLOK III_17_17;1;54,9;19,6;0,36;2178;15/04/2022;12:37;;;;
3346;;BLOK III_17_18;2;48,5;19,6;0,4;2178;15/04/2022;12:37;;;;
3347;;BLOK III_17_19;3;193,6;65,4;0,34;7267;15/04/2022;12:37;;;;
3348;;BLOK III_17_20;4;280,4;94,3;0,34;10478;15/04/2022;12:37;;;;
3349;;BLOK III_17_21;2;146,6;42,2;0,29;4689;15/04/2022;12:37;;;;
3350;;BLOK III_17_22;3;143,3;47,6;0,33;5289;15/04/2022;12:37;;;;
3351;;BLOK III_17_23;2;119,7;31,9;0,27;3544;15/04/2022;12:37;;;;
3352;;BLOK III_17_24;1;-4,9;-4,9;1;-544;15/04/2022;12:37;;;;
3353;;BLOK III_17_25;3;173,1;49,1;0,28;5456;15/04/2022;12:37;;;;
3354;;BLOK III_17_26;3;186,5;57,3;0,31;6367;15/04/2022;12:37;;;;
3355;;BLOK III_17_27;4;171,6;50,1;0,29;5567;15/04/2022;12:37;;;;
3356;;BLOK III_17_28;2;102,5;34,2;0,33;3800;15/04/2022;12:37;;;;
3357;;BLOK III_17_29;1;11,5;4,6;0,4;511;15/04/2022;12:37;;;;
3358;;BLOK III_17_30;2;98,2;33,6;0,34;3733;15/04/2022;12:37;;;;
3359;;BLOK III_17_31;2;137,5;42,9;0,31;4767;15/04/2022;12:37;;;;
3360;;BLOK III_17_32;3;196,6;53;0,27;5889;15/04/2022;12:37;;;;
3361;;BLOK III_18_1;2;73,4;26,6;0,36;2956;15/04/2022;12:37;;;;
3362;;BLOK III_18_2;3;165,4;50,3;0,3;5589;15/04/2022;12:37;;;;
3363;;BLOK III_18_3;2;135,8;40;0,29;4444;15/04/2022;12:37;;;;
3364;;BLOK III_18_4;4;413,1;130,2;0,32;14467;15/04/2022;12:37;;;;
3365;;BLOK III_18_5;0;-4,9;-4,9;1;-544;15/04/2022;12:37;;;;
3366;;BLOK III_18_6;3;206,4;56,2;0,27;6244;15/04/2022;12:37;;;;
3367;;BLOK III_18_7;2;174,1;50,5;0,29;5611;15/04/2022;12:37;;;;
3368;;BLOK III_18_8;3;268,8;75;0,28;8333;15/04/2022;12:37;;;;
3369;;BLOK III_18_9;2;78,6;24,3;0,31;2700;15/04/2022;12:37;;;;
3370;;BLOK III_18_10;2;96;29,9;0,31;3322;15/04/2022;12:37;;;;
3371;;BLOK III_18_11;3;271;87;0,32;9667;15/04/2022;12:37;;;;
3372;;BLOK III_18_12;3;171,7;43,8;0,26;4867;15/04/2022;12:37;;;;
3373;;BLOK III_18_13;1;79,2;36,4;0,46;4044;15/04/2022;12:37;;;;
3374;;BLOK III_18_14;3;220,2;74,3;0,34;8256;15/04/2022;12:37;;;;
3375;;BLOK III_18_15;2;72,9;25,3;0,35;2811;15/04/2022;12:37;;;;
3376;;BLOK III_18_16;2;134,8;50,1;0,37;5567;15/04/2022;12:37;;;;
3377;;BLOK III_18_17;3;223,3;74;0,33;8222;15/04/2022;12:37;;;;
3378;;BLOK III_18_18;2;149,4;47,2;0,32;5244;15/04/2022;12:37;;;;
3379;;BLOK III_18_19;2;123,7;39,7;0,32;4411;15/04/2022;12:37;;;;
3380;;BLOK III_18_20;3;173,3;51,4;0,3;5711;15/04/2022;12:37;;;;
3381;;BLOK III_18_21;2;75,8;21,5;0,28;2389;15/04/2022;12:37;;;;
3382;;BLOK III_18_22;4;272,7;86,6;0,32;9622;15/04/2022;12:37;;;;
3383;;BLOK III_18_23;3;136,8;35;0,26;3889;15/04/2022;12:37;;;;
3384;;BLOK III_18_24;0;-4,9;-4,9;1;-544;15/04/2022;12:37;;;;
3385;;BLOK III_18_25;2;94,1;23,5;0,25;2611;15/04/2022;12:37;;;;
3386;;BLOK III_18_26;1;11,5;3,9;0,34;433;15/04/2022;12:37;;;;
3387;;BLOK III_18_27;2;59,8;22;0,37;2444;15/04/2022;12:37;;;;
3388;;BLOK III_18_28;4;252,7;74,9;0,3;8322;15/04/2022;12:37;;;;
3389;;BLOK III_18_29;1;24,3;10,5;0,43;1167;15/04/2022;12:37;;;;
3390;;BLOK III_18_30;3;208,8;71,4;0,34;7933;15/04/2022;12:37;;;;
3391;;BLOK III_18_31;0;-4,9;-4,9;1;-544;15/04/2022;12:37;;;;
3392;;BLOK III_18_32;3;289,5;98,2;0,34;10911;15/04/2022;12:37;;;;
3393;;BLOK III_19_1;4;311,4;91,9;0,3;10211;15/04/2022;12:37;;;;
3394;;BLOK III_19_2;3;179,4;56;0,31;6222;15/04/2022;12:37;;;;
3395;;BLOK III_19_3;3;172,5;47,6;0,28;5289;15/04/2022;12:37;;;;
3396;;BLOK III_19_4;1;8,4;2,7;0,32;300;15/04/2022;12:37;;;;
3397;;BLOK III_19_5;3;168,3;62;0,37;6889;15/04/2022;12:37;;;;
3398;;BLOK III_19_6;3;184,4;58,5;0,32;6500;15/04/2022;12:37;;;;
3399;;BLOK III_19_7;2;70,2;18,1;0,26;2011;15/04/2022;12:37;;;;
3400;;BLOK III_19_8;3;103,2;32,4;0,31;3600;15/04/2022;12:37;;;;
3401;;BLOK III_19_9;3;140;40,2;0,29;4467;15/04/2022;12:37;;;;
3402;;BLOK III_19_10;1;24,4;6,2;0,25;689;15/04/2022;12:37;;;;
3403;;BLOK III_19_11;1;-4,9;-4,9;1;-544;15/04/2022;12:37;;;;
3404;;BLOK III_19_12;3;117,6;33,6;0,29;3733;15/04/2022;12:37;;;;
3405;;BLOK III_19_13;2;115,2;38,1;0,33;4233;15/04/2022;12:37;;;;
3406;;BLOK III_19_14;2;88,7;27,6;0,31;3067;15/04/2022;12:37;;;;
3407;;BLOK III_19_15;2;108,5;39,8;0,37;4422;15/04/2022;12:37;;;;
3408;;BLOK III_19_16;1;49,3;19,8;0,4;2200;15/04/2022;12:37;;;;
3409;;BLOK III_19_17;1;5;1,9;0,38;211;15/04/2022;12:37;;;;
3410;;BLOK III_19_18;2;95,5;28,2;0,3;3133;15/04/2022;12:37;;;;
3411;;BLOK III_19_19;2;127,3;41,4;0,33;4600;15/04/2022;12:37;;;;
3412;;BLOK III_19_20;2;51,6;17,6;0,34;1956;15/04/2022;12:37;;;;
3413;;BLOK III_19_21;3;153,6;47,8;0,31;5311;15/04/2022;12:37;;;;
3414;;BLOK III_19_22;3;173,3;69;0,4;7667;15/04/2022;12:37;;;;
3415;;BLOK III_19_23;1;17,2;5,6;0,33;622;15/04/2022;12:37;;;;
3416;;BLOK III_19_24;2;126,4;37;0,29;4111;15/04/2022;12:37;;;;
3417;;BLOK III_19_25;4;165,3;46,1;0,28;5122;15/04/2022;12:37;;;;
3418;;BLOK III_19_26;2;46,6;15,4;0,33;1711;15/04/2022;12:37;;;;
3419;;BLOK III_19_27;2;109,7;34,2;0,31;3800;15/04/2022;12:37;;;;
3420;;BLOK III_19_28;3;173;56,6;0,33;6289;15/04/2022;12:37;;;;
3421;;BLOK III_19_29;3;168,9;54,5;0,32;6056;15/04/2022;12:37;;;;
3422;;BLOK III_19_30;1;-4,9;-4,9;1;-544;15/04/2022;12:37;;;;
3423;;BLOK III_19_31;4;282,8;91;0,32;10111;15/04/2022;12:37;;;;
3424;;BLOK III_19_32;2;103,6;42,5;0,41;4722;15/04/2022;12:37;;;;
3425;;BLOK III_20_1;2;48,6;13,9;0,29;1544;15/04/2022;13:37;;;;
3426;;BLOK III_20_2;2;61,4;20,5;0,33;2278;15/04/2022;13:37;;;;
3427;;BLOK III_20_3;1;35,9;9,6;0,27;1067;15/04/2022;13:37;;;;
3428;;BLOK III_20_4;4;345,8;103,4;0,3;11489;15/04/2022;13:37;;;;
3429;;BLOK III_20_5;2;132,1;45,6;0,35;5067;15/04/2022;13:37;;;;
3430;;BLOK III_20_6;2;82,9;26,8;0,32;2978;15/04/2022;13:37;;;;
3431;;BLOK III_20_7;4;228,8;62,8;0,27;6978;15/04/2022;13:37;;;;
3432;;BLOK III_20_8;3;134,5;42,5;0,32;4722;15/04/2022;13:37;;;;
3433;;BLOK III_20_9;3;174,1;51,9;0,3;5767;15/04/2022;13:37;;;;
3434;;BLOK III_20_10;2;75,9;21,1;0,28;2344;15/04/2022;13:37;;;;
3435;;BLOK III_20_11;3;238,8;65,8;0,28;7311;15/04/2022;13:37;;;;
3436;;BLOK III_20_12;2;68,1;20,1;0,3;2233;15/04/2022;13:37;;;;
3437;;BLOK III_20_13;2;157,1;47,6;0,3;5289;15/04/2022;13:37;;;;
3438;;BLOK III_20_14;2;#WAARDE!;39,8;#WAARDE!;#WAARDE!;15/04/2022;13:37;Typfoutje versgewicht, niet meer te achterhalen;;;
3439;;BLOK III_20_15;3;210,5;62,3;0,3;6922;15/04/2022;13:37;;;;
3440;;BLOK III_20_16;3;198,7;61,7;0,31;6856;15/04/2022;13:37;;;;
3441;;BLOK III_20_17;3;189,9;59,8;0,31;6644;15/04/2022;13:37;;;;
3442;;BLOK III_20_18;3;152,4;48;0,31;5333;15/04/2022;13:37;;;;
3443;;BLOK III_20_19;2;116,4;35,7;0,31;3967;15/04/2022;13:37;;;;
3444;;BLOK III_20_20;3;165,1;56,4;0,34;6267;15/04/2022;13:37;;;;
